id   ,customerid ,ProductID ,started             ,ended               ,category      ,created_timestamp ,users
481  ,78         ,481       ,2018-05-11 11:20:31 ,2017-08-14 09:49:18 ,jaffle issue  ,6/18/2017         ,"[{""user_1"":{""id"":""a772137db7b75cfafd1923745dab6173""},""user_2"":{""id"":""1cafef9cbdb62ab8ec803ea8f377d08a""}}]"
482  ,305        ,482       ,2018-06-18 10:23:06 ,2017-05-24 04:13:10 ,jaffle issue  ,10/19/2019        ,"[{""user_1"":{""id"":""064816d84e8e37c7748565b783d70189""},""user_2"":{""id"":""f0228c4ef5a2484402466c77144c8bfe""}}]"
483  ,468        ,483       ,2018-10-24 03:12:48 ,2018-09-25 17:55:23 ,jaffle issue  ,10/12/2018        ,"[{""user_1"":{""id"":""df8dd745567894135979c1b405b2facf""},""user_2"":{""id"":""a4e9aabe9b39125c64e98469ac158534""}}]"
484  ,261        ,484       ,2017-09-25 04:30:30 ,2019-02-04 08:28:35 ,jaffle issue  ,6/16/2017         ,"[{""user_1"":{""id"":""9f7fd14b7fb492c3f9573c72d83d0fb8""},""user_2"":{""id"":""17048b7e83026c4c8b4b4b59def5044f""}}]"
485  ,950        ,485       ,2019-06-14 04:09:29 ,2017-12-24 23:07:26 ,jaffle issue  ,9/30/2018         ,"[{""user_1"":{""id"":""296af5543548cf8eaa0e6a098ee6dd74""},""user_2"":{""id"":""4854772f7da87d1f3bde6760ae52d6be""}}]"
486  ,664        ,486       ,2017-08-26 22:43:19 ,2019-08-01 23:48:24 ,other         ,4/18/2019         ,"[{""user_1"":{""id"":""dfd8e93865a9d90c731e53a0f2074874""},""user_2"":{""id"":null}}]"
487  ,174        ,487       ,2018-11-15 20:02:22 ,2018-04-08 16:33:11 ,jaffle issue  ,3/1/2019          ,"[{""user_1"":{""id"":""7ce641e65eb2884c2399f56799596b6d""},""user_2"":{""id"":""0da6c65c2362c721c770204c681228c6""}}]"
488  ,609        ,488       ,2017-09-18 21:40:53 ,2019-08-22 07:56:04 ,payment issue ,2/11/2018         ,"[{""user_1"":{""id"":""e572309cb78b74d81911fa40dc4420d9""},""user_2"":{""id"":""ae7a63ea72e5ff0a4b9bd8fb994dc8df""}}]"
489  ,838        ,489       ,2019-10-23 01:43:27 ,2019-11-28 03:14:44 ,jaffle issue  ,3/13/2018         ,"[{""user_1"":{""id"":""6b9a76964d1e3bec0a342b62be99a87c""},""user_2"":{""id"":""50f51962a506077eb7827c7b0bc8c35b""}}]"
490  ,6          ,          ,2018-05-26 19:00:28 ,2018-03-09 19:26:31 ,payment issue ,                  ,"[{""user_1"":{""id"":""4fd3ef9a976a7ea33fdf1502e1009831""},""user_2"":{""id"":""284feb12601801da939c2926a6ad0706""}}]"
491  ,742        ,491       ,2018-01-16 14:40:09 ,2017-09-07 13:37:53 ,payment issue ,1/15/2018         ,"[{""user_1"":{""id"":""8cd143242933060cfea967bdd34857c1""},""user_2"":{""id"":null}}]"
492  ,435        ,492       ,2019-09-27 23:40:04 ,2017-09-11 00:21:52 ,other         ,5/15/2019         ,"[{""user_1"":{""id"":""af0c9c96c02ef1ccfcd24f4f3807c842""},""user_2"":{""id"":""921cc8af2ca05c3dac11161f65aa75f1""}}]"
493  ,93         ,493       ,2018-06-26 16:20:26 ,2017-10-24 19:18:15 ,jaffle issue  ,8/11/2018         ,"[{""user_1"":{""id"":""1be27bbfc0515c5e98267562b03bc64e""},""user_2"":{""id"":""f1700cea329428bd027451e80347757b""}}]"
494  ,712        ,494       ,2019-04-09 15:12:16 ,2017-07-30 22:24:12 ,other         ,5/6/2018          ,"[{""user_1"":{""id"":""e26ec5efd87112101ace3b89d847cd31""},""user_2"":{""id"":null}}]"
495  ,596        ,495       ,2019-01-01 05:27:26 ,2017-04-08 21:40:09 ,payment issue ,10/29/2017        ,"[{""user_1"":{""id"":""9472de0ae001d713f4883fda579f5162""},""user_2"":{""id"":null}}]"
496  ,710        ,496       ,2018-03-25 02:52:45 ,2018-04-07 03:58:46 ,jaffle issue  ,1/28/2018         ,"[{""user_1"":{""id"":""daa2c2637ff37da86ec1daf2cd4782fc""},""user_2"":{""id"":null}}]"
497  ,831        ,497       ,2019-04-29 11:19:05 ,2018-11-08 12:25:56 ,jaffle issue  ,2/1/2018          ,"[{""user_1"":{""id"":""e9da4d251c75b45da279f2556e10ef18""},""user_2"":{""id"":""a1392b4034e1d2aab7b3ec003fe59e6b""}}]"
498  ,960        ,498       ,2018-10-14 05:31:57 ,2018-04-19 09:16:59 ,other         ,9/29/2018         ,"[{""user_1"":{""id"":""e8e4dbe6ec228b9e575077b6558809a4""},""user_2"":{""id"":""7d7553ecc96f90aeed1404537f520d50""}}]"
499  ,877        ,499       ,2017-08-12 21:11:24 ,2018-07-08 11:37:31 ,payment issue ,5/29/2018         ,"[{""user_1"":{""id"":""ae23595043dd30b800d79e3994aa2ad2""},""user_2"":{""id"":""a6b4f3687c344a4b5d3a77721008332c""}}]"
500  ,36         ,500       ,2018-10-17 12:16:36 ,2018-06-21 09:45:35 ,other         ,5/7/2017          ,"[{""user_1"":{""id"":""d4ea93f564361c6e0cd56fe7332eecd2""},""user_2"":{""id"":null}}]"
501  ,108        ,501       ,2017-02-12 03:43:36 ,2017-08-18 14:48:45 ,jaffle issue  ,10/6/2019         ,"[{""user_1"":{""id"":""7a36cc659424fc3a03f7ca5a24095a38""},""user_2"":{""id"":""3c24ab655cbf540e6bc48bcecb4835c3""}}]"
502  ,524        ,502       ,2019-10-15 14:59:56 ,2017-12-20 01:35:45 ,jaffle issue  ,10/27/2018        ,"[{""user_1"":{""id"":""76a84589d43d322b18334ba5054136cf""},""user_2"":{""id"":""bbe67cd2141e5bf8537b2e107a647255""}}]"
503  ,867        ,503       ,2018-06-17 08:44:00 ,2017-08-25 05:39:25 ,jaffle issue  ,10/28/2017        ,"[{""user_1"":{""id"":""dad878c06f191c2a0453875093ce290e""},""user_2"":{""id"":""e79708837d40b7851b8aaa493db8f1ae""}}]"
504  ,862        ,504       ,2019-09-04 05:14:34 ,2017-12-08 18:58:16 ,payment issue ,5/11/2017         ,"[{""user_1"":{""id"":""5930f0dad90bbd8451843f58b3d9ca55""},""user_2"":{""id"":""1420056910189d70f57991d1b3d4afb7""}}]"
505  ,607        ,          ,2019-09-10 08:48:10 ,2019-10-23 16:36:21 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""ae8e706795b381bb324b36cb185fda66""},""user_2"":{""id"":""83eabaed380b7f308b7b23576517b687""}}]"
506  ,528        ,506       ,2019-09-08 15:38:52 ,2017-10-28 11:57:37 ,jaffle issue  ,2/14/2017         ,"[{""user_1"":{""id"":""1b32284bd300a52fe0e3de14cda77a0b""},""user_2"":{""id"":""94d0b6f204e18532f37c4adb75cb8deb""}}]"
507  ,501        ,507       ,2017-07-07 21:17:11 ,2018-06-27 02:29:06 ,other         ,8/22/2017         ,"[{""user_1"":{""id"":""2c3b31b114ffee41844895363f394be2""},""user_2"":{""id"":null}}]"
508  ,725        ,508       ,2017-11-07 10:31:23 ,2017-08-22 01:53:54 ,payment issue ,6/24/2017         ,"[{""user_1"":{""id"":""ff8364fc5557b93cc5d7093ed82815a6""},""user_2"":{""id"":""f336d9d67d6ebb535482b65a6cf7fc3f""}}]"
509  ,100        ,509       ,2017-08-03 14:41:29 ,2017-06-27 18:35:57 ,jaffle issue  ,9/28/2017         ,"[{""user_1"":{""id"":""07be3fc0398a9730677f318cd36b53c4""},""user_2"":{""id"":""084797624dbc1384428d7e41c0c6491b""}}]"
510  ,773        ,          ,2018-06-13 07:07:02 ,2018-11-07 03:38:58 ,payment issue ,                  ,"[{""user_1"":{""id"":""3007d81e4cc31b94fb15a35ec2218b84""},""user_2"":{""id"":""9bce3721674fc292b62f54d515fb4032""}}]"
511  ,584        ,511       ,2019-01-06 03:05:59 ,2019-10-10 21:57:47 ,payment issue ,8/5/2019          ,"[{""user_1"":{""id"":""ca7751651e44d901a68bbbac3870eeb3""},""user_2"":{""id"":""29b28866d6c8c7682ff52034a2eaec16""}}]"
512  ,962        ,512       ,2017-11-25 00:21:32 ,2019-03-18 10:37:49 ,payment issue ,11/19/2018        ,"[{""user_1"":{""id"":""76f615e7f343358d77e1cc42d5a4cf5d""},""user_2"":{""id"":""8f66ef5bfdc032c8c0d1f5e7cbb0f6a2""}}]"
513  ,792        ,          ,2018-08-09 14:13:19 ,2018-08-07 08:50:09 ,payment issue ,                  ,"[{""user_1"":{""id"":""71351087c75afd3d8c33eabd1d658055""},""user_2"":{""id"":""9bf11757ff63a529558a07bb7ed8fa4b""}}]"
514  ,111        ,514       ,2017-09-09 22:44:12 ,2019-01-12 08:11:35 ,payment issue ,4/23/2018         ,"[{""user_1"":{""id"":""8fc2157b62a8e62ae4601fc751a705b4""},""user_2"":{""id"":null}}]"
515  ,599        ,515       ,2018-05-19 02:48:36 ,2018-01-20 03:33:03 ,other         ,3/2/2018          ,"[{""user_1"":{""id"":""e6a66ee260c5de64b4353d74cde63eb9""},""user_2"":{""id"":""b540babb70ccb343d56ef3e6891b9a05""}}]"
516  ,133        ,516       ,2019-08-28 06:36:44 ,2018-07-18 04:11:21 ,other         ,6/19/2018         ,"[{""user_1"":{""id"":""47464ea0cb9ebed57f3f615f6a959843""},""user_2"":{""id"":""264c00a5659d8335b4c5b8cfceb7f3dd""}}]"
517  ,915        ,517       ,2017-05-27 22:48:11 ,2017-08-09 22:14:29 ,jaffle issue  ,1/17/2018         ,"[{""user_1"":{""id"":""7add3715aa3a38fe0e4fa6942e2e7388""},""user_2"":{""id"":""09b1eb8e86ae455d1a931fcae5175b46""}}]"
518  ,313        ,518       ,2019-05-12 10:05:21 ,2017-08-23 11:17:12 ,jaffle issue  ,2/24/2018         ,"[{""user_1"":{""id"":""8d1036b9e950343aee2619130382ce16""},""user_2"":{""id"":""1af2584b2da19968b960c9c2d5f4d3a9""}}]"
519  ,966        ,519       ,2018-05-09 20:45:52 ,2017-09-14 05:56:00 ,other         ,4/30/2017         ,"[{""user_1"":{""id"":""8f8c92a503e8b77d12e82d69509c8708""},""user_2"":{""id"":null}}]"
520  ,898        ,          ,2018-06-01 11:00:23 ,2019-10-22 03:22:03 ,other         ,                  ,"[{""user_1"":{""id"":""4d505311c16d6f502760de932e2eb8ab""},""user_2"":{""id"":null}}]"
521  ,30         ,521       ,2018-10-15 19:00:10 ,2019-05-05 02:54:33 ,payment issue ,2/4/2018          ,"[{""user_1"":{""id"":""19d60864cf390028bf98aff6c1284987""},""user_2"":{""id"":""b746fe7bd345eaa1a38cee1346bc1eca""}}]"
522  ,696        ,522       ,2017-12-15 01:28:11 ,2019-02-09 02:24:31 ,jaffle issue  ,4/17/2017         ,"[{""user_1"":{""id"":""97ee55b672c3dde8ba64323a586c3142""},""user_2"":{""id"":""de9745240a931c5209106f82f758ac5a""}}]"
523  ,53         ,523       ,2019-02-10 07:28:51 ,2018-06-30 02:10:34 ,other         ,12/19/2018        ,"[{""user_1"":{""id"":""f79fd48082fa7e3c18241f4bdbc61ca6""},""user_2"":{""id"":null}}]"
524  ,401        ,524       ,2017-07-07 18:13:28 ,2018-07-04 14:36:49 ,other         ,3/2/2018          ,"[{""user_1"":{""id"":""576b30a093bf1bfa83fe7e39a605ad03""},""user_2"":{""id"":""0b1d4064b5c45ec4bcfdc8a8cf66f3bd""}}]"
525  ,978        ,525       ,2017-07-23 17:54:25 ,2019-03-30 14:19:57 ,payment issue ,10/23/2018        ,"[{""user_1"":{""id"":""13368761bd1c30ef07195925850e55ac""},""user_2"":{""id"":null}}]"
526  ,90         ,526       ,2017-11-19 04:19:55 ,2018-09-02 10:00:10 ,other         ,5/25/2017         ,"[{""user_1"":{""id"":""9c707bd199acb33015ea7287bbcaf5b6""},""user_2"":{""id"":""f850018d6155933c00b967734d8d9e09""}}]"
527  ,577        ,527       ,2017-12-09 10:14:48 ,2018-09-10 06:43:47 ,payment issue ,7/26/2019         ,"[{""user_1"":{""id"":""584e3e4a528bfa5ecc05131a0683a1a5""},""user_2"":{""id"":""88f6d84ac0621e7fa66678b9228e24bd""}}]"
528  ,584        ,528       ,2019-12-13 01:32:30 ,2018-10-01 13:33:47 ,jaffle issue  ,6/6/2017          ,"[{""user_1"":{""id"":""d9f90d91c0832cfb9738a2c4a4ee4347""},""user_2"":{""id"":""7208b627a6f59d331ffcabe763e12b14""}}]"
529  ,221        ,529       ,2017-08-04 20:48:13 ,2018-12-02 21:25:09 ,payment issue ,12/20/2018        ,"[{""user_1"":{""id"":""96725da0a4cd93fc4dc0215440def969""},""user_2"":{""id"":null}}]"
530  ,137        ,530       ,2017-07-29 16:14:56 ,2017-06-01 08:35:46 ,jaffle issue  ,4/27/2018         ,"[{""user_1"":{""id"":""03e99bf18dac1cdd54ca31a12d0033d5""},""user_2"":{""id"":null}}]"
531  ,796        ,531       ,2018-03-01 05:15:54 ,2017-03-05 08:08:09 ,payment issue ,5/18/2017         ,"[{""user_1"":{""id"":""5fcd55d79474836f1cf689c1cdd52437""},""user_2"":{""id"":""25fe1a82ce299d7b304b234c5a4e02c5""}}]"
532  ,352        ,532       ,2017-12-24 18:00:36 ,2017-04-13 08:38:12 ,payment issue ,8/17/2018         ,"[{""user_1"":{""id"":""d6c3e4df96d13a815313e31c58528d17""},""user_2"":{""id"":""97d4ac8edd4bfc785a7121cd3cb34207""}}]"
533  ,364        ,          ,2019-09-15 15:44:18 ,2018-04-14 11:09:26 ,payment issue ,                  ,"[{""user_1"":{""id"":""52c19d8a5e8c2c9f58725b77b6d0d875""},""user_2"":{""id"":""59e0799541115dc386516e54f7851b7e""}}]"
534  ,469        ,          ,2017-12-09 12:28:23 ,2018-07-22 00:59:22 ,other         ,                  ,"[{""user_1"":{""id"":""c9fa51da2b87f8618969e1eca770fc94""},""user_2"":{""id"":""0a89feff8320734d06f6eba1a39a8668""}}]"
535  ,222        ,535       ,2018-04-04 10:54:16 ,2018-03-24 10:04:49 ,jaffle issue  ,10/18/2018        ,"[{""user_1"":{""id"":""044e3157a7ba8904b91b09b7250dd2c0""},""user_2"":{""id"":""511935b0640a33ecb0694f5f3e4f54f1""}}]"
536  ,131        ,          ,2019-09-08 20:18:28 ,2017-06-07 03:54:55 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""6528afb99b8c12969044a32026a2c1a5""},""user_2"":{""id"":null}}]"
537  ,152        ,537       ,2019-05-14 23:37:08 ,2017-04-01 00:15:19 ,jaffle issue  ,11/22/2017        ,"[{""user_1"":{""id"":""1ac02717340fe0a099da7ca1545faa0d""},""user_2"":{""id"":""31c2e390e1c0bdb207a65bf8009b9f96""}}]"
538  ,968        ,538       ,2019-03-26 02:49:03 ,2018-10-01 12:44:40 ,jaffle issue  ,1/4/2018          ,"[{""user_1"":{""id"":""65c900a6cdf1913fcf15f5ab1e96bd2d""},""user_2"":{""id"":null}}]"
539  ,164        ,539       ,2019-08-14 09:03:46 ,2017-03-27 05:14:25 ,jaffle issue  ,1/15/2017         ,"[{""user_1"":{""id"":""08952779aeb5b32bf58083e67f3d5547""},""user_2"":{""id"":null}}]"
540  ,500        ,540       ,2019-01-22 18:18:43 ,2017-03-28 19:56:50 ,payment issue ,9/8/2018          ,"[{""user_1"":{""id"":""09f301fe8c98bb506d00ccc065dcb063""},""user_2"":{""id"":null}}]"
541  ,118        ,541       ,2017-03-09 01:52:05 ,2017-08-12 22:10:32 ,other         ,5/14/2018         ,"[{""user_1"":{""id"":""fd798111fd7901af87553814155e2026""},""user_2"":{""id"":""f5561b3a30bfa49290786c4649000d43""}}]"
542  ,164        ,542       ,2018-04-04 00:40:00 ,2017-03-04 13:57:28 ,payment issue ,5/10/2018         ,"[{""user_1"":{""id"":""e8ba5473c64f7e29256a5f832e6c6cf7""},""user_2"":{""id"":""183d4ddc754737b1b763b4bd5e8834b1""}}]"
543  ,180        ,543       ,2019-04-19 20:09:59 ,2018-06-07 20:56:05 ,payment issue ,9/26/2019         ,"[{""user_1"":{""id"":""588a8c764095b32cde9d31be82f34fb5""},""user_2"":{""id"":""95b0888d8e64e9166a6683feec59eab0""}}]"
544  ,429        ,544       ,2017-04-09 15:39:56 ,2018-08-28 01:04:12 ,jaffle issue  ,3/23/2017         ,"[{""user_1"":{""id"":""3a80e27651f685e49c4912bc2d650273""},""user_2"":{""id"":""8b36627d973594dcc167897de7974dfe""}}]"
545  ,754        ,545       ,2019-01-14 22:26:09 ,2017-12-05 18:00:39 ,other         ,11/25/2019        ,"[{""user_1"":{""id"":""efc2d2b0bb3dc4a3bd8808f4ae498271""},""user_2"":{""id"":""32c3b78e92ad5fa57fa3ff134b15d42b""}}]"
546  ,552        ,546       ,2019-05-01 00:30:05 ,2019-03-08 21:39:31 ,jaffle issue  ,11/23/2019        ,"[{""user_1"":{""id"":""b0c9776bd96cf3a2334e9f2fa890a4f8""},""user_2"":{""id"":""e09897b08e8387ce2a5e14da3bc09cba""}}]"
547  ,254        ,547       ,2019-04-23 22:24:51 ,2017-07-22 20:26:41 ,payment issue ,8/1/2018          ,"[{""user_1"":{""id"":""c183eb92c89311a6f34253032b761ec4""},""user_2"":{""id"":""50d57a18b2cfe9ac951209d790eb65e2""}}]"
548  ,318        ,548       ,2019-11-25 01:54:46 ,2017-02-20 08:36:18 ,jaffle issue  ,12/23/2018        ,"[{""user_1"":{""id"":""23266f5385544994f0f4bc636eaa570e""},""user_2"":{""id"":""8260db40111c339e2aaf3673cd040d4a""}}]"
549  ,534        ,549       ,2018-03-25 12:26:15 ,2019-09-25 15:12:53 ,other         ,3/4/2017          ,"[{""user_1"":{""id"":""41cf67089f7a1042793a62b58e2b7143""},""user_2"":{""id"":""a55ddcd556ea377a9337971deb756c95""}}]"
550  ,525        ,          ,2019-10-07 02:06:39 ,2018-11-30 14:24:03 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""b542d268ec705c300b79c28580413501""},""user_2"":{""id"":""94b9f01da25b67816db5f4e172a99436""}}]"
551  ,482        ,          ,2019-11-06 20:58:28 ,2018-08-27 12:47:12 ,other         ,                  ,"[{""user_1"":{""id"":""f8cb198e8a41cf7683ca9929f21ba47e""},""user_2"":{""id"":""fc668131059efedd3faebd08bbf3a0ba""}}]"
552  ,49         ,552       ,2019-09-08 20:20:21 ,2019-12-12 20:05:11 ,payment issue ,2/11/2018         ,"[{""user_1"":{""id"":""be340727975aa54dbd4f54244a58fe86""},""user_2"":{""id"":""a75ec4f8ffdeb761db4aba05e4fe5146""}}]"
553  ,789        ,553       ,2017-08-14 03:50:24 ,2018-09-02 18:03:53 ,payment issue ,1/7/2018          ,"[{""user_1"":{""id"":""dd8cf0853434387d5cab88f3efd01201""},""user_2"":{""id"":""3436d3500450b593487de10fbbadcde0""}}]"
554  ,358        ,          ,2018-10-22 14:44:51 ,2017-08-05 19:00:00 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""62b2bc0386b94afda7d08174e4fac1a8""},""user_2"":{""id"":""eb83af7f6c2d49c7e5167e22f9257bac""}}]"
555  ,169        ,555       ,2018-05-06 14:57:04 ,2018-01-27 15:38:28 ,other         ,7/7/2018          ,"[{""user_1"":{""id"":""c138f8e039419bf995c9948f38124ed2""},""user_2"":{""id"":""6bb68e551ef7b76256fc5692944dce6c""}}]"
556  ,681        ,556       ,2018-10-05 14:33:20 ,2019-12-26 11:35:38 ,payment issue ,9/8/2018          ,"[{""user_1"":{""id"":""1b15f7c1d66733ef6da1ad309142dd73""},""user_2"":{""id"":""557a05e49193c319c224aa3d518173d7""}}]"
557  ,448        ,557       ,2017-10-12 06:32:29 ,2017-08-14 12:57:21 ,other         ,6/19/2017         ,"[{""user_1"":{""id"":""d1e8d23bed24e7d2edc8849783797ea8""},""user_2"":{""id"":""1c059e97ad2baba738ce1548ebc9f4d3""}}]"
558  ,401        ,558       ,2017-07-31 18:29:47 ,2019-06-03 02:15:36 ,jaffle issue  ,12/10/2018        ,"[{""user_1"":{""id"":""b8c5fe8d1899ff0d1e672e05017b8c06""},""user_2"":{""id"":""8a3b5734e7a18e703b58e62e1ec017ce""}}]"
559  ,746        ,559       ,2018-12-22 16:44:57 ,2018-06-04 23:08:14 ,other         ,1/5/2019          ,"[{""user_1"":{""id"":""074564dc719c660e10ad2dbeab2aed42""},""user_2"":{""id"":null}}]"
560  ,575        ,560       ,2017-08-14 12:55:26 ,2019-09-21 11:39:54 ,payment issue ,11/5/2019         ,"[{""user_1"":{""id"":""194cacb1a8def3c6310bee878694833b""},""user_2"":{""id"":""fe28d5ee673079dfd3ac8f2adc163a65""}}]"
561  ,551        ,561       ,2018-01-12 16:46:36 ,2019-05-09 03:50:00 ,payment issue ,12/8/2017         ,"[{""user_1"":{""id"":""43dd681d5b376bcbeaf36a51d318acdb""},""user_2"":{""id"":""83f832f6530f90023794d418d25441d9""}}]"
562  ,398        ,562       ,2017-12-07 19:40:05 ,2017-12-02 12:00:08 ,other         ,5/28/2018         ,"[{""user_1"":{""id"":""d8dcf6becbe6fe578fa412ed88dcbaad""},""user_2"":{""id"":null}}]"
563  ,960        ,563       ,2018-10-14 16:45:05 ,2017-01-27 21:49:36 ,payment issue ,12/3/2019         ,"[{""user_1"":{""id"":""f52b53087c91f198851c200e3d42dded""},""user_2"":{""id"":""b92d3c61e8df038c4cb119e379d17597""}}]"
564  ,624        ,564       ,2018-07-19 02:10:29 ,2019-01-26 20:54:51 ,other         ,7/24/2017         ,"[{""user_1"":{""id"":""ee4660ca1b069df6e317b0f079d0b424""},""user_2"":{""id"":null}}]"
565  ,903        ,565       ,2019-03-17 04:30:40 ,2019-02-02 14:12:41 ,jaffle issue  ,8/4/2017          ,"[{""user_1"":{""id"":""585416ee79d7af4386888cfc8bf44c45""},""user_2"":{""id"":""6c9eb89d35167fde5fc026db314a695a""}}]"
566  ,500        ,566       ,2019-05-20 10:26:34 ,2017-10-06 09:48:13 ,jaffle issue  ,7/23/2017         ,"[{""user_1"":{""id"":""14c338f69367080480ca10c79615c512""},""user_2"":{""id"":null}}]"
567  ,710        ,567       ,2017-01-28 07:16:06 ,2018-05-28 19:12:02 ,other         ,2/4/2017          ,"[{""user_1"":{""id"":""6207631e84dba38af68b087ecbedf08c""},""user_2"":{""id"":""9e22afb191f5ac20d02f1c49115254d5""}}]"
568  ,603        ,          ,2019-02-18 11:06:43 ,2017-05-12 12:37:40 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""8f913f32a6c3d4d1e0f25a3ec356684a""},""user_2"":{""id"":""2d91f6d7f12552ed1d212841d84a9484""}}]"
569  ,171        ,569       ,2017-03-03 22:09:43 ,2017-09-16 11:45:13 ,other         ,3/31/2019         ,"[{""user_1"":{""id"":""14b02240c3d7bfaab1cbe763086ecf3b""},""user_2"":{""id"":""0a4645fdfd7460de26e88810c77b2612""}}]"
570  ,842        ,          ,2018-05-19 08:49:49 ,2018-03-09 15:13:32 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""90daef01841476f5a5c968202d06ea24""},""user_2"":{""id"":""daa0b283df329b5db2328523f8abeef7""}}]"
571  ,163        ,          ,2018-06-02 13:57:42 ,2018-09-23 21:56:35 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""86bf0d6911a84d1210e1e985672855e3""},""user_2"":{""id"":""472d40b64bb0cd0b38bb49436a23a066""}}]"
572  ,25         ,572       ,2017-07-19 02:08:43 ,2019-08-24 15:24:31 ,payment issue ,10/3/2019         ,"[{""user_1"":{""id"":""1501e2694aeb69abc364fc2e8f4d0b80""},""user_2"":{""id"":""88a35fb53e99c797f78850d6b0b46f34""}}]"
573  ,118        ,573       ,2019-01-12 19:22:21 ,2019-11-02 00:29:26 ,jaffle issue  ,9/8/2018          ,"[{""user_1"":{""id"":""7646f2866187e7cd211e522c3529aad9""},""user_2"":{""id"":null}}]"
574  ,232        ,574       ,2017-10-16 01:41:11 ,2017-06-29 03:10:34 ,payment issue ,7/2/2019          ,"[{""user_1"":{""id"":""42d18074ddffcba81a8b8feb10ca4a5e""},""user_2"":{""id"":""71767c5e42e72892d875c3d8ab096d16""}}]"
575  ,114        ,575       ,2019-01-11 18:02:06 ,2018-08-22 06:50:32 ,other         ,3/23/2017         ,"[{""user_1"":{""id"":""6c9bd49d951509338275a1c593723dde""},""user_2"":{""id"":""c473b3ba815ade21135fe4ba6805cc67""}}]"
576  ,834        ,          ,2019-08-16 12:27:42 ,2019-05-30 02:02:24 ,payment issue ,                  ,"[{""user_1"":{""id"":""b08c190b45070da5a8a62aeedc297d19""},""user_2"":{""id"":""6fac2fcb81525b3874ac13b41dc32836""}}]"
577  ,862        ,577       ,2019-09-21 22:04:04 ,2017-11-05 14:50:00 ,payment issue ,5/8/2017          ,"[{""user_1"":{""id"":""d66ae69edf924c32850b8127e0d5f26b""},""user_2"":{""id"":""4665d26c7aee78daba661e97db33fea9""}}]"
578  ,850        ,578       ,2018-07-13 11:32:05 ,2017-03-04 19:26:03 ,other         ,11/13/2017        ,"[{""user_1"":{""id"":""6de163154acf63254a6d26feaf838415""},""user_2"":{""id"":""8ec13221998a25185918716ab0192109""}}]"
579  ,689        ,          ,2018-09-06 02:11:46 ,2019-04-29 21:42:27 ,jaffle issue  ,                  ,"[{""user_1"":{""id"":""0016e1b397f4098552799d4b15cf407d""},""user_2"":{""id"":""cec17ae779d578afb440ce18d6218cae""}}]"
580  ,59         ,580       ,2019-09-04 09:45:29 ,2019-03-21 15:25:27 ,jaffle issue  ,10/2/2018         ,"[{""user_1"":{""id"":""639fea1dccd335b8d8cc4da4af96c4db""},""user_2"":{""id"":""764725d70218ecd1a5d41453b8e7fd88""}}]"
581  ,725        ,581       ,2019-08-31 13:40:26 ,2018-10-23 03:40:01 ,jaffle issue  ,3/3/2018          ,"[{""user_1"":{""id"":""78f1feb06d71cbdc926d8ebac158b1c5""},""user_2"":{""id"":""51f7fd1ff6cebc4b309450390b8b98f0""}}]"
582  ,402        ,582       ,2018-11-17 03:10:01 ,2018-12-30 09:16:21 ,jaffle issue  ,5/18/2018         ,"[{""user_1"":{""id"":""76b1ff68a8e927b335b21672a7db8533""},""user_2"":{""id"":""124a28ebc79c5edb09ce69cc8b554c23""}}]"
583  ,430        ,583       ,2017-11-13 11:17:33 ,2019-11-21 13:49:06 ,payment issue ,3/29/2018         ,"[{""user_1"":{""id"":""9a70ea90c7500a33f56e957035fd7d0c""},""user_2"":{""id"":""dfdb5bcaa08cdc8f591b058a7ae1c934""}}]"
584  ,59         ,584       ,2018-05-22 03:38:56 ,2018-08-19 03:06:47 ,payment issue ,12/23/2018        ,"[{""user_1"":{""id"":""3532eee62a2ae7cc9df5217d80190b66""},""user_2"":{""id"":""12cdae15544d01614b6acd48bff02943""}}]"
585  ,218        ,585       ,2018-08-12 14:39:46 ,2018-05-09 03:32:54 ,jaffle issue  ,1/30/2017         ,"[{""user_1"":{""id"":""f728346f0d485dd371efdef6bf1be6a1""},""user_2"":{""id"":""166c216a13f70fd53b14e7c1c664bafd""}}]"
586  ,401        ,586       ,2018-04-09 23:01:56 ,2018-10-28 23:46:17 ,jaffle issue  ,1/18/2017         ,"[{""user_1"":{""id"":""4c003d3962a8f29b16e466b2eb6920aa""},""user_2"":{""id"":""9df8f8422839e38627e2bdc4e34130fc""}}]"
587  ,730        ,587       ,2018-12-27 09:06:03 ,2018-08-22 16:28:54 ,jaffle issue  ,1/20/2017         ,"[{""user_1"":{""id"":""fcda2f57e6686de48b4ca02554c1045a""},""user_2"":{""id"":""fefd5fd7dc00e0988d8c8968ac5cb109""}}]"
588  ,359        ,588       ,2019-09-07 19:43:49 ,2018-01-02 08:24:55 ,other         ,4/3/2019          ,"[{""user_1"":{""id"":""be555b986019b71de5b61346a0ff0661""},""user_2"":{""id"":""918e636610d7a96c9ab1fa2258ce6d42""}}]"
